,name,prob
0,MARIA,0.030483572048435
1,JOSE,0.024695790088181
2,LUIS,0.0140515116387242
3,JUAN,0.0134351322452761
4,CARLOS,0.0130335716849603
5,ANA,0.009364847400139
6,JORGE,0.0090096430372622
7,CARMEN,0.008244871134512
8,DANIEL,0.006214153621699
9,MIGUEL,0.0058715918581239
10,ANGEL,0.0054614448657824
11,JESSICA,0.0049413072595174
12,PEDRO,0.0048108250992259
13,ROSA,0.0048082439018685
14,MANUEL,0.0047634153518451
15,FRANCISCO,0.004759833282043
16,RAFAEL,0.0047092102073396
17,ROBERTO,0.0045828368918211
18,HECTOR,0.0044980261215065
19,VICTOR,0.0043275617409238
20,JESUS,0.0040904603265225
21,LUZ,0.0040331998871858
22,RICARDO,0.0038231220287916
23,JULIO,0.0038178542790826
24,MARTHA,0.0036154673352635
25,DIANA,0.0035596818658453
26,EDUARDO,0.0035196469680571
27,JONATHAN,0.0035032642664621
28,ANTONIO,0.0034307273529694
29,ALEJANDRO,0.0033404908004545
30,GLORIA,0.0033363819556815
31,STEPHANIE,0.0032371902286614
32,JAVIER,0.0030896932368098
33,MARIO,0.0030729944702324
34,OSCAR,0.0030306417625721
35,CHRISTIAN,0.0029476220271586
36,RAMON,0.0029323455530025
37,ALEXANDER,0.0029023193796613
38,CLAUDIA,0.0029011604747253
39,OLGA,0.0028573327971466
40,FERNANDO,0.0028321002760406
41,RAUL,0.002825884331384
42,ANDRES,0.002783689656215
43,VANESSA,0.0027642516597889
44,ALBERTO,0.0026981940784382
45,MONICA,0.0026151743430246
46,GABRIEL,0.0025386339397531
47,EDWIN,0.0025277823753526
48,SONIA,0.002456457044293
49,MARGARITA,0.0022507514181572
50,GLADYS,0.002237160623908
51,ISABEL,0.0022247287345948
52,ANDREA,0.0022195136623829
53,MIRIAM,0.002190857103966
54,ADRIANA,0.0021255370075747
55,JAIME,0.002100515196457
56,LOURDES,0.0020973018691345
57,MERCEDES,0.0020837110748853
58,NORMA,0.0020775478077258
59,CESAR,0.0020674337282846
60,YOLANDA,0.0020524733191111
61,FELIX,0.0020421485296815
62,NELSON,0.0020279782829643
63,VERONICA,0.0020158097811365
64,ORLANDO,0.0019888915801236
65,BLANCA,0.0019780926932202
66,EVELYN,0.0019737204609618
67,ENRIQUE,0.0019573904368639
68,SERGIO,0.0019353712430804
69,ARMANDO,0.0019249410986566
70,NICOLE,0.001908189654582
71,MARTA,0.0019008148049894
72,RUBEN,0.0018990237700884
73,PABLO,0.0018953890227892
74,ALEXIS,0.00189175427549
75,GUILLERMO,0.0017918250635106
76,CRISTINA,0.0017713335171426
77,GABRIELA,0.0017651702499831
78,VICTORIA,0.001757479335408
79,MAYRA,0.0017391475664207
80,JUANA,0.0017369877890401
81,ALFREDO,0.0017228175423229
82,GUSTAVO,0.0017212372174102
83,CAROLINA,0.0017171810501343
84,MARITZA,0.0016893146541738
85,ALEXANDRA,0.0016742488900061
86,IVAN,0.0016572340584461
87,ALICIA,0.0016481735289466
88,SILVIA,0.0016471726565019
89,OMAR,0.0016236258153027
90,JOEL,0.0016121421209372
91,ERNESTO,0.0016072431137078
92,BEATRIZ,0.001590965767107
93,IRIS,0.0015520370967577
94,EDGAR,0.0015261724456866
95,JULIA,0.0014749172410181
96,RAQUEL,0.0014643817416002
97,ANGELICA,0.0014505275598656
98,ALEX,0.0014274548161402
99,AIDA,0.0014147595393416
100,DIEGO,0.001400958035104
101,NATALIE,0.0013872092083636
102,ADRIAN,0.0013631882696906
103,HILDA,0.0013501769279094
104,RENE,0.0013409583659187
105,KARLA,0.0013290005740793
106,RUTH,0.0013279997016346
107,MARISOL,0.0012828550866286
108,MILAGROS,0.001266630417525
109,ROLANDO,0.0012634170902025
110,ERIKA,0.0012598350204004
111,MARIBEL,0.0012289660071057
112,KARINA,0.0012242777098647
113,GERARDO,0.0012166921502838
114,DAISY,0.0012132154354759
115,MARCOS,0.0011974121863489
116,IRMA,0.0011957791839391
117,ELSA,0.0011805553872802
118,ESTHER,0.0011750769275828
119,WILFREDO,0.0011645414281649
120,CARIDAD,0.001158746903485
121,MARCO,0.0011514774088866
122,LUISA,0.0011459462716921
123,LEONARDO,0.0011291421501205
124,ELENA,0.0011251386603417
125,CECILIA,0.0011082818612729
126,LAZARO,0.001093110742111
127,MARTIN,0.0010874215724253
128,VIVIAN,0.0010871581849399
129,CLARA,0.0010775708804695
130,NATALIA,0.0010758852005627
131,DANIELA,0.00107430487565
132,YESENIA,0.0010678255435079
133,LILIANA,0.0010662978960923
134,GILBERTO,0.0010558677516685
135,PAOLA,0.0010494410970236
136,ALEJANDRA,0.001035007462821
137,JULIAN,0.0010077731968255
138,SUSANA,0.0010030848995845
139,ARTURO,0.000982962095696259
140,RODOLFO,0.0009789586059174315
141,TANIA,0.0009788532509232522
142,FELIPE,0.0009739542436938978
143,LYDIA,0.0009628392918079432
144,ISRAEL,0.0009574661871047804
145,SANTIAGO,0.000940767420527304
146,ADA,0.0009265971738101392
147,SEBASTIAN,0.0009265444963130492
148,ALVARO,0.0009196437441942812
149,JOSUE,0.0009176946768019576
150,HUMBERTO,0.0008997843277914148
151,NICOLAS,0.0008921460907133892
152,MARLENE,0.0008812945263128839
153,HUGO,0.0008758160666155414
154,ARIEL,0.0008755000016330024
155,ERICK,0.0008750785816562837
156,EMILIO,0.0008602762049740411
157,ISMAEL,0.0008537441953349019
158,MAURICIO,0.0008482657356375594
159,ILEANA,0.0008469487982103136
160,IVETTE,0.0008396793036119168
161,ALBA,0.0008357811688272693
162,GUADALUPE,0.0008350436838680116
163,LETICIA,0.0008331999714698676
164,TOMAS,0.0008313562590717235
165,LUCIA,0.0008282482867434233
166,CRISTIAN,0.0008266679618307285
167,JOSEFINA,0.0008262465418540098
168,REINALDO,0.000820557372168308
169,TATIANA,0.0008162378174069418
170,MIGDALIA,0.0007831036717374376
171,EVA,0.0007772564695604663
172,EFRAIN,0.0007748859821914239
173,LORENA,0.0007694601999911712
174,CARLA,0.000767353100107578
175,JOHANNA,0.0007637710303054694
176,DORA,0.0007611898329480677
177,MARIANA,0.000746071391283286
178,OSVALDO,0.0007431214514462554
179,BIANCA,0.0007372742492692841
180,XIOMARA,0.0007313743695952229
181,SOFIA,0.000725105747441533
182,INGRID,0.0007157818304566328
183,DAMARIS,0.0007133059880934107
184,LIDIA,0.0007087757233436851
185,ALMA,0.0007084596583611461
186,GRACIELA,0.0007081435933786072
187,NESTOR,0.0006993991288616951
188,LILLIAN,0.0006953956390828679
189,NOEMI,0.0006932358617021848
190,LISSETTE,0.0006789075824937506
191,GERMAN,0.0006705845379535572
192,NORA,0.0006683720830757843
193,IRENE,0.0006683194055786944
194,MARINA,0.0006661596281980113
195,NOEL,0.0006657908857183825
196,ALFONSO,0.0006642632383027774
197,EMMANUEL,0.0006627882683842621
198,EDGARDO,0.0006591008435879739
199,NILDA,0.0006543071913527992
200,PRISCILLA,0.0006538857713760805
201,ESTEBAN,0.0006520947364750262
202,ROSARIO,0.0006483019566845584
203,SALVADOR,0.0006429288519813956
204,ELBA,0.0006410851395832514
205,ESPERANZA,0.0006388200072083887
206,VILMA,0.0006308657051478241
207,IVONNE,0.0006279684428078834
208,ALINA,0.0006277050553224342
209,GIOVANNI,0.0006269675703631766
210,ELISA,0.0006247551154854036
211,FRANCISCA,0.0006229640805843494
212,MOISES,0.0006191186232967917
213,MARIELA,0.0006102161262886101
214,EDITH,0.000603368051666932
215,VIVIANA,0.0005942021671733013
216,MADELINE,0.0005917790023071691
217,GISELLE,0.0005915156148217198
218,YVETTE,0.0005885656749846893
219,JOAQUIN,0.0005860898326214672
220,NELLY,0.000584614862702952
221,MYRIAM,0.0005821390203397299
222,REYNALDO,0.0005818229553571908
223,DELIA,0.0005813488578833824
224,DOLORES,0.0005789256930172501
225,RAMONA,0.0005629117339019413
226,GEORGINA,0.0005627537014106718
227,RODRIGO,0.0005595930515852819
228,MAGALY,0.0005549047543442868
229,INES,0.000554536011864658
230,CATALINA,0.0005539038818995801
231,LINA,0.0005533244294315919
232,YADIRA,0.0005518494595130767
233,FLOR,0.0005517967820159868
234,ANTONIA,0.000551744104518897
235,FREDDY,0.0005491629071614952
236,DULCE,0.0005429996400019848
237,ROCIO,0.0005412612825980204
238,HERIBERTO,0.0005399443451707747
239,VALERIA,0.0005396809576853255
240,REBECA,0.0005372577928191932
241,ERIK,0.0005322534305956592
242,ABEL,0.0005306204281858744
243,HAYDEE,0.0005192420888144708
244,SANTOS,0.0005189787013290217
245,GENESIS,0.0005187153138435724
246,ZOILA,0.0005165028589657996
247,ABRAHAM,0.0005164501814687097
248,AGUSTIN,0.0005120779492102537
249,DOMINGO,0.0005041763246467789
250,CONSUELO,0.0004991192849261551
251,JAIRO,0.00049759163751055
252,MARCELA,0.0004954845376269568
253,VICENTE,0.0004940622452055313
254,GABRIELLA,0.0004939042127142618
255,MIRTA,0.0004907962403859617
256,ISABELLA,0.0004896373354499854
257,ROXANA,0.0004833687132962954
258,ROGELIO,0.00048278926082830726
259,ADOLFO,0.0004811035809214327
260,LUCY,0.0004804187734592649
261,CELIA,0.0004787857710494801
262,AMPARO,0.0004750456687561021
263,AURORA,0.0004743081837968444
264,GONZALO,0.00047409747380848505
265,LEONOR,0.0004723064389074308
266,WILSON,0.0004720430514219816
267,JULIANA,0.0004687243691053222
268,GISELA,0.0004665645917246391
269,IGNACIO,0.0004618236169865543
270,ZORAIDA,0.0004575567397222779
271,ESMERALDA,0.0004552389298503253
272,ELIAS,0.0004540273474172592
273,RAMIRO,0.0004522363125162049
274,MYRNA,0.0004512354400714981
275,FABIAN,0.0004444400429469098
276,LILIA,0.0004422802655662268
277,SAUL,0.0004362750308979859
278,LEONEL,0.0004327456385929672
279,JEANNETTE,0.0004317974436453502
280,AMELIA,0.0004247386590353128
281,JOANNA,0.00042221013917500085
282,MINERVA,0.00041457190209697527
283,BERNARDO,0.0004132549646697295
284,ODALYS,0.0004131496096755498
285,RIGOBERTO,0.0004131496096755498
286,ELVIRA,0.0004060908250655124
287,FABIOLA,0.0004025614327604936
288,MAGDALENA,0.0003957660356359053
289,OFELIA,0.0003939750007348511
290,REINA,0.0003938169682435816
291,AURA,0.0003927107408046952
292,HERNAN,0.0003919205783483477
293,NEREIDA,0.0003870215711189933
294,ANGELINA,0.0003845457287557712
295,ARNALDO,0.0003828600488488966
296,JOSEFA,0.0003819118539012796
297,ANIBAL,0.0003813850789303813
298,CAMILO,0.00038106901394784233
299,MARCELO,0.00037827710660208127
300,MABEL,0.0003757485867417693
301,JULISSA,0.0003751691342737812
302,ILIANA,0.0003746950367999727
303,NATHALIE,0.0003743262943203439
304,IVELISSE,0.0003721665169396608
305,EUGENIO,0.00036947996458807936
306,EMILIA,0.0003657925397917912
307,PILAR,0.0003654237973121624
308,ARIANA,0.0003630006324460301
309,MIRTHA,0.0003621577924925928
310,CAMILA,0.0003604194350886283
311,MIRNA,0.0003597346276264605
312,JASMIN,0.000359260530152652
313,GILBERT,0.0003547302654029265
314,CONCEPCION,0.00035330797298150106
315,BERTA,0.0003522017455426146
316,MAGDA,0.00034940983819685347
317,ESTELA,0.0003485143207463263
318,EDDY,0.00034804022327251786
319,MIREYA,0.0003477768357870688
320,LIZBETH,0.00034640722086273307
321,NIDIA,0.00034466886345876864
322,FANNY,0.00034419476598496017
323,ADELA,0.00034366799101406186
324,ANGIE,0.0003424564085809957
325,YANET,0.0003412975036450194
326,ZENAIDA,0.00034034930869740243
327,FEDERICO,0.00034003324371486345
328,JAZMIN,0.0003385055962992584
329,BELKIS,0.0003376100788487312
330,LISETTE,0.0003369779488836532
331,EMANUEL,0.00033650385140984474
332,NORBERTO,0.0003360297539360362
333,LILIAN,0.0003353449464738684
334,LIGIA,0.0003351342364855091
335,NYDIA,0.0003302352292561548
336,DALIA,0.00032986648677652594
337,VALENTINA,0.0003286549043434598
338,KENIA,0.0003224916371839495
339,ALEXA,0.00032233360469268
340,CARMELO,0.00032159611973342234
341,DANIA,0.0003196997298381884
342,DAMIAN,0.0003162756925273493
343,CLAUDIO,0.0003146953676146544
344,OCTAVIO,0.0003145373351233849
345,ALAIN,0.0003136418176728578
346,GREGORIO,0.0003131677201990493
347,ALDO,0.00031195613776598314
348,ZAIDA,0.00030394915820832873
349,MARICELA,0.00029978763593823207
350,MANUELA,0.00029978763593823207
351,AILEEN,0.0002983653435168066
352,ADALBERTO,0.0002968903735982913
353,REYNA,0.0002959948561477642
354,FIDEL,0.0002959421786506743
355,LIZ,0.0002955734361710455
356,LUCAS,0.00029462524122342857
357,ALEIDA,0.0002917279788834878
358,CRUZ,0.00029072710643878103
359,MATILDE,0.0002880932315842894
360,NELIDA,0.0002865655841686843
361,ELSIE,0.000286038809197786
362,YARITZA,0.00028582809920942666
363,YASMIN,0.00028487990426180967
364,LIZETTE,0.00028377367682292325
365,MARIANO,0.0002830888693607554
366,MARISELA,0.0002814031894538808
367,ANABEL,0.00028108712447134183
368,SASHA,0.00028050767200335367
369,FABIO,0.0002793487670673
370,DAYANA,0.0002770836346925146
371,JACKELINE,0.00027703095719542475
372,CANDIDA,0.0002762934722361671
373,ESTRELLA,0.00027581937476235863
374,ANGELO,0.00027455511483220267
375,ALONDRA,0.00026902397763777034
376,PERLA,0.00026786507270179407
377,NOELIA,0.0002677070402105246
378,ELVIS,0.00026749633022216525
379,AMALIA,0.00026507316535603296
380,AWILDA,0.0002633874854491584
381,ASTRID,0.0002627553554840804
382,DANIELLA,0.00026222858051318205
383,ELIA,0.0002583831232256244
384,ALTAGRACIA,0.0002560126358565819
385,ELIEZER,0.0002560126358565819
386,LISANDRA,0.0002542742784526175
387,AUGUSTO,0.0002527466310370124
388,YANIRA,0.00025206182357484454
389,LIZA,0.0002511663061243174
390,BENITO,0.00024984936869707164
391,JANETTE,0.00024953330371453266
392,NILSA,0.0002492699162290835
393,KASSANDRA,0.000249111883737814
394,ELIANA,0.00024805833379601736
395,BETSY,0.00024790030130474787
396,ELVIA,0.00024521374895316645
397,DIGNA,0.00024458161898808844
398,ARACELI,0.0002443709089997292
399,KATIA,0.0002440021665201003
400,FELICITA,0.00024078883919762057
401,NIURKA,0.00024063080670635108
402,VIOLETA,0.00024005135423836287
403,HIRAM,0.00023857638431984765
404,MARISA,0.00023789157685767985
405,MARLEN,0.00023694338191006288
406,DARIO,0.0002368380269158832
407,ELVIN,0.00023588983196826623
408,LILLIAM,0.0002353103795002781
409,RAFAELA,0.00023378273208467297
410,ZULMA,0.00023362469959340348
411,YAHAIRA,0.00023351934459922384
412,GIOVANNA,0.00023288721463414583
413,MAXIMO,0.000232518472154517
414,DENISSE,0.00023236043966324752
415,NUBIA,0.0002320970521777984
416,EUGENIA,0.00023193901968652885
417,SELENA,0.00023188634218943905
418,PAULINA,0.00023157027720690005
419,EZEQUIEL,0.00023114885723018135
420,LAZARA,0.0002306747597563729
421,AXEL,0.00023009530728838477
422,JESSENIA,0.00022877836986113896
423,LUCILA,0.00022788285241061185
424,JOHANA,0.00022788285241061185
425,YESSENIA,0.00022714536745135417
426,ROSALBA,0.00022672394747463552
427,GRISELDA,0.0002247222025852219
428,MELBA,0.0002233525876608863
429,GRISEL,0.0002223517152161795
430,LEANDRO,0.00021898035540243027
431,MARIANELA,0.00021745270798682515
432,ADELAIDA,0.00021676790052465732
433,ULISES,0.0002145554456468844
434,MICHEL,0.00021429205816143524
435,SANTA,0.0002141867031672556
436,ISIS,0.00021413402567016572
437,RUDY,0.00021244834576329116
438,CRISTOBAL,0.0002097091159146199
439,JUSTO,0.00020960376092044023
440,GILDA,0.00020949840592626056
441,KEILA,0.0002087609209670029
442,CELESTE,0.00020833950099028424
443,NOE,0.0002069172085688588
444,SILVIO,0.0002057056261357927
445,ORESTES,0.0002052315286619842
446,AURELIO,0.00020428333371436724
447,ENEIDA,0.00020333513876675025
448,ISIDRO,0.00020328246126966043
449,ARIANNA,0.0002029137187900316
450,HORTENSIA,0.0002023869438191333
451,ARACELIS,0.00020133339387733664
452,IRAIDA,0.0002012807163802468
453,OSWALDO,0.0002012807163802468
454,YAMILE,0.0002005432314209892
455,ENID,0.00020022716643845016
456,ELIO,0.0001999111014559112
457,ANAMARIA,0.00019838345404030609
458,STEPHANY,0.0001979093565664976
459,HEIDY,0.00019764596908104844
460,MARCELINO,0.0001975932915839586
461,MIRIAN,0.0001972245491043298
462,MISAEL,0.0001950120942265569
463,HERNANDO,0.0001942746092672992
464,HORACIO,0.0001937478342964009
465,SARAI,0.0001937478342964009
466,ROMAN,0.0001932737368225924
467,DENIS,0.00019322105932550256
468,BRUNILDA,0.0001922728643778856
469,AMERICA,0.0001920621543895263
470,GIANCARLO,0.00019185144440116692
471,YAJAIRA,0.0001907452169622805
472,AUREA,0.00019021844199138216
473,ESTEFANIA,0.00018963898952339405
474,ELIDA,0.00018779527712524995
475,MAIRA,0.0001862676297096448
476,ADAN,0.00018373910984933287
477,GUILLERMINA,0.00018358107735806336
478,CLARIBEL,0.00018315965738134477
479,YAZMIN,0.0001828435923988057
480,MAGALI,0.00018157933246864977
481,FREDY,0.0001813159449832006
482,ROSALIA,0.00017920884509960736
483,IDALIA,0.0001791561676025175
484,FAUSTO,0.00017852403763743955
485,CRISTAL,0.00017715442271310392
486,THALIA,0.00017689103522765476
487,EMELY,0.00017683835773056491
488,AMARILIS,0.00017668032523929545
489,NIEVES,0.00017557409780040898
490,ARACELY,0.00017304557794009705
491,MAYDA,0.00017251880296919873
